MD5,detections,Package_Name,Permissions,Last_date,Verdict,Positive
5d85a32a824853174aff7ddb3963c8fd,27,com.qiiiqjk.kkanzh,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE,1/15/2019 10:26,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acat,1
8062d3cf63c219feabe8db99a1f8ae1b,24,com.smartsm11.smart_11_06,android.permission.INTERNET android.permission.SEND_SMS android.permission.CALL_PHONE android.permission.VIBRATE android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.GET_ACCOUNTS android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_GPS android.permission.ACCESS_LOCATION android.permission.ACCESS_ASSISTED_GPS  com.smartsm11.smart_11_06.permission.C2D_MESSAGE lgIWgJ.oIsjrI.bTidws.nMvwcW.mEsubx.ezqwbR,6/3/2018 7:36,nan,1
b2d359952bce1823d29e182dacac159c,48,com.android.battery,android.permission.WRITE_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.VIBRATE android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.SEND_SMS android.permission.READ_PHONE_STATE android.permission.DISABLE_KEYGUARD android.permission.READ_CONTACTS android.permission.WRITE_CONTACTS android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.CALL_PHONE android.permission.WAKE_LOCK,1/7/2019 13:11,Backdoor.AndroidOS.BaseBrid.b,1
a2ea105416a7cc7b2efee9eb1ac5d7fa,23,com.energysh.elivetv,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_SURFACE_FLINGER android.permission.ACCESS_COARSE_LOCATION android.permission.INTERNET android.permission.INSTALL_PACKAGES android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE android.permission.RECEIVE_BOOT_COMPLETED android.permission.WAKE_LOCK android.permission.SET_WALLPAPER android.permission.ACCESS_WIFI_STATE vwWGxi.uIYVMB.lWADtH.kmLTrm.rfSQmu vwWGxi.uIYVMB.lWADtH.kmLTrm.rfSQmu android.permission.INTERNET android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE,6/3/2018 8:10,not-a-virus:HEUR:RiskTool.AndroidOS.Robtes.ci,1
3d5ed6646fdfce12a5fb60cedc952aae,22,com.rqskh.zeakhv,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.ACCESS_WIFI_STATE,1/15/2019 10:27,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.aenk,1
533028b6773a64fd55f8840b214efdae,27,com.qiiiqjk.kkanzh,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE,1/15/2019 10:26,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acat,1
1e33fb908ac15d373af6e47d7ff4c786,50,com.PapahNdroiD.drawingbleach,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE,9/21/2018 3:22,Virus.Win32.Slugin.a,1
30f2b0edd191d1465bac11553d60f761,38,org.zxformat,android.permission.CALL_PHONE android.permission.SEND_SMS android.permission.WRITE_SMS android.permission.READ_SMS android.permission.GET_TASKS android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.RECEIVE_SMS android.permission.WRITE_EXTERNAL_STORAGE android.permission.INTERNET android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_LOGS android.permission.READ_CONTACTS,11/12/2018 15:00,Trojan-SMS.AndroidOS.Fakeinst.san,1
45d640c7686cb87154667923e4a454dd,27,com.qiiiqjk.kkanzh,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE,1/15/2019 10:25,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acat,1
133e208748738ea04a4cbaca6b551be4,50,com.software.application,android.permission.WRITE_EXTERNAL_STORAGE android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS  com.software.application.permission.C2D_MESSAGE com.google.android.c2dm.permission.RECEIVE android.permission.WAKE_LOCK,7/11/2017 15:46,HEUR:Trojan-SMS.AndroidOS.FakeInst.a,1
fc6d3cb863932f12952b9907c9d1ce6b,19,ru.ok.android,android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.INTERNET android.permission.WAKE_LOCK android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_PHONE_STATE android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.GET_PACKAGE_SIZE android.permission.SYSTEM_ALERT_WINDOW android.permission.BLUETOOTH android.permission.BLUETOOTH_ADMIN android.permission.GET_TASKS android.permission.REAL_GET_TASKS android.permission.PACKAGE_USAGE_STATS android.gms.permission.ACTIVITY_RECOGNITION,1/15/2019 12:06,HEUR:Trojan.AndroidOS.Agent.uo,1
e0073d5b86a214f6b515070b7a9b3fa3,4,com.hcare.userlifegz,android.permission.CAMERA android.permission.VIBRATE android.permission.FLASHLIGHT android.permission.READ_CONTACTS com.android.browser.permission.READ_HISTORY_BOOKMARKS android.permission.CHANGE_WIFI_STATE android.permission.READ_EXTERNAL_STORAGE android.permission.BLUETOOTH android.permission.BLUETOOTH_ADMIN android.permission.ACCESS_WIFI_STATE android.permission.RECORD_AUDIO android.permission.READ_LOGS android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.INTERNET android.permission.SYSTEM_ALERT_WINDOW  com.hcare.userlifegz.permission.JPUSH_MESSAGE android.permission.RECEIVE_USER_PRESENT android.permission.WAKE_LOCK android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_SETTINGS android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.CHANGE_NETWORK_STATE android.permission.GET_TASKS android.permission.MODIFY_AUDIO_SETTINGS android.permission.MANAGE_ACCOUNTS android.permission.GET_ACCOUNTS,1/15/2019 11:44,None,1
4b3c35cb6d5703a4291f1947220d35af,27,fl.affectionate,android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.WAKE_LOCK android.permission.ACCESS_NETWORK_STATE android.permission.RECEIVE_BOOT_COMPLETED android.permission.PROCESS_OUTGOING_CALLS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_CONTACTS android.permission.WRITE_SETTINGS android.permission.SYSTEM_ALERT_WINDOW android.permission.CAMERA android.permission.GET_TASKS android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_COARSE_UPDATES android.permission.READ_CONTACTS android.permission.READ_PROFILE android.permission.READ_CALL_LOG,6/3/2018 7:49,nan,1
50e1dfc24bb4346adb447f0312a830bf,4,com.dfjt.lifehome,android.permission.REQUEST_INSTALL_PACKAGES android.permission.CHANGE_NETWORK_STATE android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.READ_PHONE_STATE android.permission.READ_LOGS android.permission.VIBRATE android.permission.WAKE_LOCK android.permission.WRITE_SETTINGS android.permission.CALL_PHONE android.permission.CAMERA android.permission.FLASHLIGHT android.permission.GET_TASKS android.permission.MANAGE_ACCOUNTS android.permission.GET_ACCOUNTS  com.dfjt.lifehome.permission.JPUSH_MESSAGE android.permission.RECEIVE_USER_PRESENT android.permission.READ_EXTERNAL_STORAGE android.permission.SYSTEM_ALERT_WINDOW android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,1/15/2019 11:56,None,1
749269ccabed03a4ec48001534661b4d,50,com.android.battery,android.permission.WRITE_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.VIBRATE android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.SEND_SMS android.permission.READ_PHONE_STATE android.permission.DISABLE_KEYGUARD android.permission.READ_CONTACTS android.permission.WRITE_CONTACTS android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.CALL_PHONE android.permission.WAKE_LOCK android.permission.RESTART_PACKAGES android.permission.WRITE_APN_SETTINGS,1/7/2019 13:11,Backdoor.AndroidOS.BaseBrid.f,1
48d94d630f6b27947a9639d89a1c2bc0,30,com.manufacturatinkov.instman,android.permission.RECEIVE_BOOT_COMPLETED android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.CHANGE_CONFIGURATION,6/3/2018 7:40,None,1
3f7fa1165f0481ba61da3c2a3f0514e6,27,com.hcm.apou,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.GET_TASKS android.permission.ACCESS_COARSE_LOCATION android.permission.SYSTEM_ALERT_WINDOW android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE com.google.android.c2dm.permission.RECEIVE android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.VIBRATE android.permission.GET_ACCOUNTS,1/31/2018 20:46,HEUR:Trojan.AndroidOS.Fakeapp.c,1
18d4590ccc0cb082b1a19713451d36bd,22,com.zjaoq.imakev,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.ACCESS_WIFI_STATE,1/15/2019 10:25,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.aenk,1
60806c69e0f4643609dcdf127c8e7ef5,32,com.android.ys.services,android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.INSTALL_PACKAGES android.permission.DELETE_PACKAGES android.permission.CLEAR_APP_CACHE android.permission.CLEAR_APP_USER_DATA android.permission.READ_OWNER_DATA android.permission.WRITE_OWNER_DATA android.permission.GET_TASKS android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_BACKGROUND_SERVICE android.permission.RESTART_PACKAGES android.permission.KILL_BACKGROUND_PROCESSES com.android.launcher.permission.INSTALL_SHORTCUT android.permission.ACCESS_WIFI_STATE android.permission.SYSTEM_ALERT_WINDOW android.permission.FORCE_STOP_PACKAGES android.permission.WRITE_MEDIA_STORAGE android.permission.WAKE_LOCK android.permission.GET_PACKAGE_SIZE android.permission.INJECT_EVENTS android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.READ_LOGS android.permission.VIBRATE android.permission.CHANGE_CONFIGURATION,1/5/2019 11:11,not-a-virus:HEUR:Downloader.AndroidOS.Agent.au,1
fbf3348f3137dd673745677ffd8e91ff,36,com.paranbijuv.aijuy,android.permission.RECEIVE_BOOT_COMPLETED android.permission.WAKE_LOCK android.permission.RECEIVE_SMS android.permission.SEND_SMS android.permission.READ_SMS android.permission.WRITE_SMS android.permission.CALL_PHONE android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.READ_CONTACTS android.permission.GET_TASKS android.permission.WRITE_SETTINGS android.permission.VIBRATE android.permission.USES_POLICY_FORCE_LOCK android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE com.android.browser.permission.READ_HISTORY_BOOKMARKS,12/12/2018 8:37,HEUR:Trojan-Spy.AndroidOS.SmsThief.li,1
ee94cb672f3c57fc8267d9191d13a227,32,com.muzhiwan.gamehelper.memorymanagerkk,android.permission.INTERNET android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.DOWNLOAD_WITHOUT_NOTIFICATION android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_WIFI_STATE android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.DOWNLOAD_WITHOUT_NOTIFICATION android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_WIFI_STATE android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.DOWNLOAD_WITHOUT_NOTIFICATION android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_WIFI_STATE android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.DOWNLOAD_WITHOUT_NOTIFICATION android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.READ_LOGS android.permission.SYSTEM_ALERT_WINDOW android.permission.INSTALL_PACKAGES android.permission.READ_PHONE_STATE android.permission.VIBRATE android.permission.GET_TASKS,6/3/2018 8:10,not-a-virus:HEUR:RiskTool.AndroidOS.Robtes.ci,1
99911654f45f9b59a2bf0a85976d5507,23,com.tight.quieter.application,android.permission.WRITE_EXTERNAL_STORAGE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_WIFI_STATE android.permission.READ_PHONE_STATE android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.SEND_SMS android.permission.WRITE_SMS android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_COARSE_LOCATION android.permission.GET_TASKS com.android.launcher.permission.INSTALL_SHORTCUT,2/2/2018 22:38,not-a-virus:HEUR:RiskTool.AndroidOS.SMSreg.pf,1
ace922f803ffe3a998f43d37ffd8a07b,31,com.shylttsmlo,android.permission.INTERNET android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.SYSTEM_ALERT_WINDOW jnDZCi.lUrBnF.WDPAOQ.gvNdwH.zDYXim android.permission.GET_TASKS android.permission.RECEIVE_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_CONTACTS jnDZCi.lUrBnF.WDPAOQ.gvNdwH.zDYXim com.android.launcher.permission.READ_SETTINGS android.permission.ACCESS_COARSE_LOCATION android.permission.VIBRATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_MEDIA_STORAGE,6/3/2018 7:53,not-a-virus:HEUR:RiskTool.AndroidOS.Robtes.ci,1
ef98af83c7aa5e978dc1fac7b159aff3,50,com.Micrwinte,com.android.launcher.permission.INSTALL_SHORTCUT android.permission.GET_TASKS android.permission.SEND_SMS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_SMS android.permission.ACCESS_WIFI_STATE android.permission.RECEIVE_SMS android.permission.ACCESS_COARSE_LOCATION android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.READ_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.INTERNET android.permission.ACCESS_FINE_LOCATION com.android.launcher.permission.READ_SETTINGS android.permission.ACCESS_NETWORK_STATE android.permission.WAKE_LOCK android.permission.CHANGE_CONFIGURATION,8/17/2018 11:55,Trojan-Dropper.VBS.Agent.bp,1
edc035dd4066a236b5836bcb343f37e4,31,mcnvme.bkjdri.rqebog,android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.RECORD_AUDIO android.permission.SEND_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.KILL_BACKGROUND_PROCESSES android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_SMS android.permission.READ_CONTACTS android.permission.CAMERA android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_COARSE_LOCATION android.permission.WAKE_LOCK android.permission.WRITE_SMS android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.INTERNET android.permission.RECEIVE_SMS android.permission.GET_TASKS android.permission.CALL_PHONE android.permission.READ_CALL_LOG,6/3/2018 7:34,not-a-virus:HEUR:RiskTool.AndroidOS.Robtes.ci,1
76690c00c3d133ad1a54e3ac0a87bcb3,11,com.dreamtechstudio.offroadgoldtransporttrailertrucker,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE,1/15/2019 19:43,None,1
8b3f0e241501fc029658725bf4bcab4a,22,com.zirokis.gogoblackjack,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE,2/2/2018 22:40,not-a-virus:HEUR:AdWare.AndroidOS.Ewind.h,1
e06dd5ba1a101f855604b486d90d2651,39,org.merry.core,android.permission.INTERNET android.permission.WAKE_LOCK android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.READ_EXTERNAL_STORAGE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE android.permission.SEND_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_CONTACTS android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_MOCK_LOCATION android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.BIND_DEVICE_ADMIN android.permission.GET_TASKS android.permission.ACCESS_NETWORK_STATE,11/12/2018 17:47,HEUR:Backdoor.AndroidOS.Xbot.b,1
ab6ad9a5c5032fa9c937f7e36aa94fa2,30,com.android.app254486,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.READ_PHONE_STATE,2/2/2018 22:43,not-a-virus:HEUR:RiskTool.AndroidOS.SMSreg.kg,1
